mean,std
0.43618828,0.59258133
0.28930122,0.33810055
0.44515237,0.64016366
0.38769448,0.45505452
0.4106659,0.59400874
0.30274075,0.343383
0.40698045,0.57135
0.32045612,0.6932564
0.3136545,0.47643578
0.30927292,0.28445762
0.37397736,0.40465763
0.36437908,0.6903074
0.3182874,0.3219516
0.35509896,0.46234214
0.38073117,0.5585019
0.3955273,0.36946094
0.3724808,0.48404738
0.25425068,0.28857702
0.2807621,0.44966376
0.26924103,0.40548393
0.35231295,0.3957717
0.3522509,0.41098946
0.3153181,0.3406199
0.34033158,0.36967036
0.3990279,0.41962856
0.40862334,0.47125486
0.37055817,0.6177304
0.35131615,0.5699465
0.36928764,0.40265155
0.4250975,0.57004696
0.4190493,0.5557563
0.3689499,0.6503824
0.21172926,0.2776469
0.39215994,0.39591292
0.4319738,0.53128487
0.3980107,0.5504454
0.40801403,0.5410425
0.42031994,0.4282904
0.4106101,0.57337636
0.35653368,0.4512349
0.27919298,0.39081776
0.2991853,0.28303912
0.35825005,0.45299006
0.40340388,0.57065743
0.36851454,0.46105796
0.44070035,0.64910895
0.4017838,0.5870715
0.38203883,0.48421258
0.39654455,0.46937156
0.44387522,0.3600714
0.42913398,0.47606823
0.41756538,0.6135365
0.44756553,0.6165246
0.35237727,0.64258194
0.39326063,0.5378565
0.42222857,0.49081784
0.39226037,0.5122511
0.39950165,0.5195077
0.41662967,0.33689615
0.35064286,0.49057356
0.4229899,0.62170666
0.40452495,0.49730745
0.42288184,0.6279075
0.3937562,0.5650483
