mean,std
0.42427963,0.6625266
0.40441155,0.4990751
0.43090424,0.6211973
0.41536775,0.54017216
0.46904996,0.52303493
0.44516551,0.5827379
0.38330117,0.5446283
0.43928707,0.51310426
0.4186038,0.58862627
0.44532812,0.65385354
0.44088656,0.5431965
0.41641396,0.5150613
0.42858708,0.52728057
0.4598945,0.5931237
0.43009207,0.5957653
0.37914616,0.490301
0.43447727,0.5918731
0.4238503,0.53987265
0.4176975,0.68772346
0.45168802,0.51033074
0.38203943,0.66300356
0.42240945,0.5480858
0.41915083,0.57705736
0.4602388,0.51359415
0.43162787,0.53262943
0.4405452,0.59849775
0.4506058,0.5618634
0.40512535,0.5794798
0.47131974,0.5470278
0.4641377,0.6251319
0.4057715,0.63061637
0.3841973,0.5493205
0.4590983,0.62677455
0.43154523,0.4917389
0.41106036,0.5810037
0.3973213,0.40666813
0.44137475,0.560809
0.45298958,0.60836476
0.42946064,0.54177904
0.47448704,0.5131654
0.44826603,0.603615
0.39073732,0.68908876
0.45516372,0.51640856
0.43897802,0.60683894
0.45279467,0.60948926
0.44026726,0.74773866
0.44626805,0.57796246
0.4018296,0.5834317
0.47606307,0.64472
0.44752142,0.5994506
0.47883257,0.6193738
0.432626,0.52691936
0.38931873,0.471557
0.43183866,0.5762955
0.40017974,0.496069
0.4075373,0.72221893
0.42764658,0.51560986
0.443686,0.5984033
0.44692725,0.59431225
0.39165184,0.57697666
0.38941067,0.5935489
0.45073482,0.52872413
0.43278837,0.45450553
0.42284226,0.7227974
0.4020037,0.624266
0.4437852,0.5746755
0.3891055,0.5834625
0.45108962,0.5886511
0.44353792,0.5356955
0.4700803,0.5561425
0.45073617,0.52630395
0.43073037,0.5998784
0.37962815,0.5511776
0.38386816,0.54254323
0.44023255,0.507175
0.4071238,0.57483524
0.4154779,0.5000587
0.41744253,0.51438195
0.45069486,0.49924776
0.45997772,0.54189277
0.43712735,0.61663455
0.457927,0.53958625
0.45426145,0.5008727
0.43990472,0.66205686
0.42313415,0.53261334
0.42808154,0.5350558
0.37913826,0.6237451
0.42683637,0.5014488
0.44504702,0.5337829
0.41481617,0.5395446
0.4404326,0.59232736
0.4590279,0.5228779
0.40487564,0.5720745
0.41986102,0.59222776
0.4168429,0.5414043
0.4208038,0.58543515
0.37042156,0.3844711
0.42871475,0.5384239
0.43751737,0.6001768
0.4293853,0.58722323
0.44315672,0.5867977
0.43354386,0.6073657
0.44362965,0.5023563
0.37419945,0.61932635
0.42894346,0.58237404
0.43847677,0.7302163
0.44205552,0.50787383
0.3758519,0.56026876
0.414154,0.5818683
0.40817553,0.522509
0.4343245,0.5969807
0.4099234,0.5842843
0.40663874,0.5052065
0.41905507,0.48859963
0.45108086,0.6131588
0.42796552,0.57171476
0.4479466,0.5481607
0.44421303,0.6506871
0.4524959,0.59765667
0.47044402,0.6360635
0.41531378,0.36531505
0.42080957,0.36090654
0.43805823,0.60154796
0.41327995,0.58486813
0.4397688,0.50789124
0.44140294,0.5019539
0.41233546,0.58109385
0.41718233,0.60585433
