mean,std
0.34435025,0.6251032
0.35613826,0.6204734
0.36324322,0.6334423
0.36227494,0.64587957
0.35302085,0.61580753
0.3671942,0.64884627
0.3602975,0.6455866
0.35294783,0.6557316
0.35048708,0.6281228
0.35162896,0.61612827
0.34811237,0.62926054
0.36093056,0.6434521
0.351986,0.62673914
0.34954318,0.60996807
0.35790727,0.61946166
0.35958266,0.66926455
0.3488266,0.6332307
0.3502254,0.6270123
0.36047396,0.6499878
0.3565489,0.63369536
0.354769,0.65546644
0.36205804,0.64681333
0.35544577,0.6286721
0.35872945,0.6272853
0.34887683,0.6123963
0.35595587,0.6269086
0.34774864,0.6159709
0.35299882,0.6261995
0.35229507,0.6430698
0.36392504,0.6447938
0.34419194,0.63189566
0.3550954,0.6249466
0.34717417,0.649123
0.35976985,0.6541861
0.34496418,0.63821733
0.35626125,0.6371101
0.355268,0.6220374
0.3615827,0.6345673
0.35553122,0.6186004
0.34884968,0.61790717
0.35307592,0.6197182
0.3464381,0.6258943
0.34633404,0.6184891
0.35494727,0.6145489
0.35923216,0.65777516
0.35165673,0.62759423
0.35073492,0.6463995
0.3487104,0.63821024
0.35760912,0.630827
0.35158786,0.64289665
0.36290258,0.6297226
0.34278655,0.61638314
0.3512153,0.62901723
0.35814136,0.63154715
0.36376426,0.64447945
0.34770527,0.6251617
0.35510343,0.6666447
0.35645732,0.6338437
0.34852722,0.620448
0.3569673,0.62528753
0.35686883,0.63039124
0.35581112,0.6303967
0.3624943,0.6478878
0.35653886,0.6334608
0.35268486,0.61130416
0.36138403,0.63332456
0.35603538,0.6452873
0.3478818,0.61560553
0.35549727,0.6411318
0.35659146,0.6298248
0.3520704,0.61400914
0.35027424,0.62063235
0.34920332,0.6266378
0.35647616,0.660556
0.3597997,0.6246614
0.35598478,0.63055813
0.35430208,0.6503428
0.35219818,0.62316656
0.36226788,0.6364498
0.3608233,0.6510857
0.3480632,0.61118406
0.35014033,0.63252014
0.36001235,0.6351463
0.36218873,0.6446791
0.35981712,0.64818287
0.35123274,0.61822313
0.35461068,0.6197144
0.36055514,0.65258276
0.349291,0.6200967
0.35240602,0.6544463
0.35158345,0.62100613
0.36537775,0.6415183
0.34735876,0.6165222
0.3506944,0.6242474
0.3500718,0.6258172
0.34146553,0.63740164
0.36036992,0.66402894
0.34772944,0.6238921
0.35476,0.63656217
0.36082253,0.6357131
0.3540653,0.6512869
0.35604903,0.649169
0.36034328,0.6260663
0.35170004,0.6162194
0.3500103,0.6182715
0.35949928,0.62701845
0.3591662,0.61716086
0.35006458,0.62863696
0.3607272,0.65056723
0.35663012,0.65316796
0.36390954,0.6500465
0.3581055,0.62796485
0.36355025,0.63323957
0.35641807,0.6595285
0.36264288,0.6352576
0.35057074,0.6195149
0.35096216,0.62791175
0.35267422,0.64641136
0.34837154,0.6172721
0.348409,0.6183802
0.36033008,0.62541336
0.35226,0.6158837
0.3506786,0.6302243
0.3581288,0.6419705
0.356121,0.62192494
0.35186997,0.6308502
0.3564336,0.6385664
0.35504413,0.63794404
0.35275412,0.61744833
0.3622721,0.6398229
0.34836894,0.6258651
0.353606,0.652348
0.36152148,0.6506192
0.35939795,0.6608619
0.35161346,0.6215995
0.3509804,0.61975354
0.3498182,0.63661736
0.34798402,0.6393548
0.35983077,0.6284917
0.34676355,0.6310915
0.35618684,0.6413989
0.35899726,0.6599344
0.35181656,0.6087799
0.34972402,0.63644415
0.36414602,0.6375036
0.35510787,0.6409619
0.3508011,0.6180275
0.35626745,0.6355164
0.3599015,0.6607175
0.35524502,0.62940645
0.36111242,0.63945425
0.3460866,0.63039
0.35896373,0.6464127
0.34963828,0.6221332
0.35994178,0.64922434
0.3482867,0.6302875
0.3488735,0.62548655
0.35403,0.63390726
0.36267644,0.62972486
0.35496387,0.63022757
0.34899646,0.6165377
0.36555648,0.6499375
0.3602754,0.64847356
0.35380828,0.6220635
0.34908217,0.62342346
0.35308778,0.62976044
0.36117366,0.6639901
0.34873682,0.6155643
0.36026007,0.66806525
0.3614178,0.6372451
0.3650666,0.649623
0.34513205,0.6423167
0.34895974,0.6108967
0.35720044,0.630861
0.36150908,0.6374076
0.36867115,0.6435264
0.35009792,0.62420064
0.36099374,0.6270443
0.34692603,0.64296293
0.3645783,0.64101046
0.34454924,0.63775665
0.3502328,0.6219524
0.34914494,0.62361145
0.34929845,0.6163601
0.35283726,0.6211198
0.35339013,0.64143944
0.35053974,0.6186728
0.35082272,0.62064296
0.3567658,0.6535723
0.35379425,0.6128654
0.35160056,0.6234392
0.35798287,0.65621144
0.34873426,0.63644826
0.35669193,0.65059805
0.3565891,0.6204338
0.35386285,0.63521785
0.35420617,0.6375698
0.35169628,0.61231995
0.35390124,0.6229539
0.3536961,0.60855186
0.36065084,0.6427894
0.3648253,0.64932245
0.36457184,0.6540441
0.35004458,0.6335282
0.3472984,0.6529731
0.35971498,0.64865065
0.35483918,0.6634779
0.3557786,0.65826344
0.34978735,0.63086015
0.35791188,0.629846
0.3509198,0.6254332
0.36406147,0.64244556
0.35286546,0.6284074
0.3522876,0.6259722
0.3617183,0.6372942
0.34520903,0.6100085
0.35584524,0.63729703
0.3546973,0.65003294
0.3617234,0.6287901
0.35284385,0.6138626
0.356038,0.62673825
0.3603336,0.634363
0.34637946,0.61996275
0.3506735,0.6386331
0.3576241,0.63120764
0.34690902,0.6397331
0.3600409,0.6310895
