mean,std
0.35969058,0.62094426
0.35713014,0.61699253
0.3581197,0.62179303
0.35112414,0.6178145
0.3603133,0.6223847
0.353448,0.6125138
0.3511459,0.6088806
0.35045117,0.59941876
0.35299027,0.6124276
0.3659697,0.6218302
0.35949138,0.616218
0.35340944,0.615204
0.35506138,0.6123694
0.356991,0.61885333
0.3522162,0.61295426
0.3588191,0.6165503
0.35605413,0.6160907
0.3678761,0.62661004
0.35849327,0.61881375
0.3516431,0.61478585
0.35649306,0.6195335
0.34682485,0.6061126
0.35202858,0.60901684
0.35059056,0.6102871
0.35805094,0.621069
0.36794195,0.6304627
0.35531256,0.6105202
0.35560462,0.6088413
0.36597222,0.6317963
0.35468435,0.61865324
0.36104405,0.6231812
0.35729212,0.6198206
0.35517883,0.6105675
0.34634277,0.6055284
0.35149914,0.6118997
0.3602981,0.6222496
0.35026023,0.60322255
0.36478862,0.62423456
0.34850502,0.608481
0.36179835,0.615888
0.35866576,0.6136281
0.3477247,0.6053042
0.34607813,0.6059589
0.37050754,0.6291468
0.36760792,0.62631965
0.3551149,0.6223396
0.35820606,0.61081284
0.35290748,0.617825
0.36559469,0.6167644
0.34695753,0.6148551
0.35543907,0.6180413
0.35260117,0.6135336
0.35183802,0.616041
0.36068413,0.616403
0.35820594,0.61408436
0.35886955,0.6219065
0.36552146,0.62738276
0.36213264,0.6206636
0.35193238,0.6109111
0.348758,0.6031914
0.35680586,0.6232198
0.34345454,0.6059197
0.3619701,0.62460977
0.35287333,0.6114366
0.3658584,0.62532103
0.36485627,0.62624323
0.36515865,0.6253965
0.3540157,0.6097188
0.3631498,0.6249476
0.35419863,0.6135753
0.35128984,0.60261863
0.35432917,0.61510193
0.35011292,0.60245174
0.3623233,0.6247235
0.3607808,0.6242374
0.3508778,0.61511093
0.3610608,0.62555456
0.3637581,0.62400776
0.37060815,0.6284251
0.36058852,0.6192663
0.36013213,0.6220574
0.3610363,0.62617606
0.35270098,0.6142883
0.36402193,0.6335717
0.35050964,0.61821
0.34851053,0.61329967
0.35971895,0.62104315
0.35261136,0.6065459
0.3632783,0.6304215
0.3693506,0.6382279
0.36278176,0.6228675
0.35644823,0.6143097
0.35599333,0.61798763
0.36284807,0.6183141
0.36129895,0.61698973
0.3469151,0.6127186
0.36103353,0.6255897
0.3510762,0.6123455
0.35252953,0.60722435
0.34954563,0.6083938
0.3578759,0.6179626
0.35243526,0.6184329
0.36164534,0.6187433
0.35736176,0.6207126
0.35762596,0.6082346
0.36540037,0.61861163
0.36696583,0.6305289
0.3582778,0.62400913
0.35792425,0.6095025
0.35660952,0.61540806
0.34976625,0.6162857
0.3571469,0.6153481
0.36097416,0.6259496
0.36713767,0.6284187
0.35522157,0.62081754
0.36389223,0.62584066
0.35339895,0.6099431
0.35964167,0.6136737
0.35589042,0.60760295
0.35420236,0.61530817
0.35703427,0.61016595
0.3642864,0.6238955
0.34049314,0.5997222
0.36603,0.6222629
0.349636,0.60222197
0.36247423,0.6246888
0.3600444,0.61861455
0.34749877,0.60199755
0.3573677,0.61684406
0.35941005,0.6128284
0.35534415,0.61596227
0.35270044,0.6096239
0.35253355,0.61633587
0.34831432,0.61313146
0.36147928,0.618279
0.34664232,0.6093621
0.3538396,0.61127836
0.3601246,0.6263478
0.34897527,0.60543305
0.3695573,0.63117546
0.35226855,0.6122368
0.3640582,0.62258595
0.35765755,0.61781454
0.3545529,0.61464256
0.35912076,0.61912626
0.36079308,0.6192091
0.360415,0.61645126
0.35641688,0.6178978
0.36464924,0.62158436
0.36176562,0.6242366
0.34422565,0.60393983
0.34532002,0.60811543
0.36075485,0.61777645
0.36167443,0.6188755
0.3598487,0.61847717
0.3578643,0.6163018
0.35898018,0.62058175
0.3528254,0.6081566
0.35596722,0.6215446
0.3513048,0.61349887
0.35470822,0.6071827
0.35255703,0.61425364
0.35747126,0.6135497
0.3678597,0.617469
0.36096305,0.6162778
0.34387395,0.59963626
0.36437246,0.6216861
0.36994696,0.62936205
0.35884964,0.62184286
0.3532273,0.61358297
0.36058354,0.6222482
0.36192217,0.62282264
0.3595593,0.6155332
0.36857244,0.6238458
0.36136812,0.62974155
0.35728085,0.6157335
0.3574188,0.6197446
0.36570406,0.622226
0.36437792,0.6286987
0.35355684,0.6139382
0.3492465,0.6103721
0.36285236,0.61996126
0.3564942,0.62051475
0.36228245,0.6219023
0.3587515,0.6182885
0.35204712,0.61484283
0.35779157,0.6227571
0.34986675,0.61001575
0.35556147,0.6160185
0.35863742,0.6172925
0.35220933,0.6057726
0.35280237,0.60615975
0.3588364,0.61616665
0.35971344,0.61743736
0.36279774,0.6167293
0.34869272,0.6091702
0.35243428,0.6134421
0.371901,0.63457376
0.3489597,0.6109409
0.3517357,0.60721743
0.35228103,0.6168826
0.35524496,0.61770606
0.35834962,0.62122846
0.35555038,0.61793005
0.36215904,0.61781573
0.36083522,0.611567
0.35438251,0.6177578
0.35556188,0.6126183
0.3599834,0.61416
0.35182172,0.61283106
0.3630061,0.62215877
0.3502854,0.6060368
0.35853732,0.6143954
0.35566843,0.61559
0.36170372,0.62465835
0.3563389,0.61640245
0.34813792,0.606574
0.35005736,0.6051455
0.36221302,0.61963046
0.35191837,0.6143431
0.37208393,0.6295422
0.3525998,0.60847336
0.35469627,0.6176189
0.36668757,0.62753844
0.3567351,0.6196607
0.347973,0.609093
0.35314363,0.60587156
0.34912184,0.6138404
0.36183798,0.61701417
0.3573867,0.6176905
0.3567244,0.61339676
0.35691538,0.6180728
0.3565591,0.6144281
0.35783926,0.6181511
0.359699,0.62068033
0.35753077,0.62551445
0.36332095,0.6241745
0.3522324,0.61545384
0.34979093,0.61014146
0.3581914,0.6111681
0.34968984,0.61256045
0.3596318,0.6226355
0.35068864,0.6143017
0.3519745,0.60466135
0.35779652,0.62209266
0.3522034,0.61252254
0.3555155,0.6143677
0.35443136,0.615856
0.36068818,0.6253993
0.3606725,0.6164032
0.3626742,0.6253146
0.35561132,0.620795
0.34933728,0.61141145
0.36023116,0.6199262
0.36151782,0.62579924
0.344851,0.6058588
