mean,std
0.35437283,0.6151281
0.3549319,0.62084365
0.34589744,0.62401503
0.35039505,0.6209291
0.35112265,0.6147716
0.36082175,0.6260192
0.34897783,0.6177481
0.35709655,0.6262141
0.34800094,0.6175842
0.3501289,0.61705685
0.36052138,0.62938774
0.35338914,0.62786746
0.3514995,0.62239116
0.35090876,0.61872333
0.34519112,0.6142126
0.35025278,0.61744696
0.35584098,0.62922734
0.3547427,0.6242088
0.35797834,0.6323056
0.3487981,0.61165315
0.34771657,0.6167633
0.35713148,0.6221846
0.35186058,0.62209487
0.3498899,0.6230476
0.34765306,0.6131249
0.3413914,0.609484
0.35582733,0.6240769
0.35284415,0.61425275
0.34073597,0.61393803
0.3610681,0.6194003
0.36089367,0.62790793
0.34969598,0.61310154
0.36235178,0.6198993
0.3626994,0.6281528
0.35075817,0.61980724
0.3415206,0.6047353
0.35703176,0.61494917
0.35392126,0.6202331
0.34454957,0.6109942
0.35070142,0.6227319
0.35272858,0.6230767
0.35528606,0.61330557
0.3599868,0.62032276
0.35073847,0.618497
0.36378267,0.63053715
0.3581346,0.62332994
0.35278687,0.6203541
0.34636623,0.6122352
0.34923384,0.615061
0.34358042,0.6104003
0.36446983,0.6343851
0.3489138,0.62403536
0.35175106,0.6317628
0.35825083,0.6254116
0.34869832,0.615198
0.34355158,0.6144658
0.3529285,0.61987466
0.35154653,0.6185201
0.35066295,0.6115561
0.3480497,0.60923773
0.3591164,0.62951404
0.3430984,0.6091234
0.35122636,0.6208815
0.34945458,0.62143975
0.36002806,0.6312171
0.33890253,0.6035045
0.3700773,0.6345384
0.3435656,0.6117409
0.34697315,0.61417335
0.36211535,0.6355397
0.33917546,0.6019969
0.3414122,0.604803
0.35160902,0.6184929
0.36460146,0.6307017
0.3497962,0.6152972
0.34368393,0.6149686
0.35131115,0.6150849
0.35094008,0.61561525
0.34895274,0.61651456
0.34981936,0.6152343
0.3448459,0.61934316
0.34679842,0.61315936
0.3593276,0.6293473
0.34978464,0.6219798
0.36324573,0.6321924
0.33960918,0.6119291
0.3516026,0.6240047
0.34999153,0.61632615
0.34279785,0.61303246
0.35490945,0.6244181
0.35222325,0.61455756
0.3450201,0.60783935
0.36125988,0.6260837
0.35684836,0.62604946
0.34575808,0.6232282
0.34352958,0.6149956
0.35917455,0.6301579
0.34734553,0.61731225
0.34528401,0.61475486
0.35350484,0.6254317
0.3518463,0.62224954
0.34959844,0.6191627
0.34671855,0.61244327
0.3508493,0.62048364
0.34897768,0.6169477
0.35411125,0.62600285
0.36230022,0.6321748
0.35109407,0.6155281
0.3598357,0.62322956
0.35506493,0.6248106
0.3631564,0.6324001
0.34305838,0.6094186
0.37724936,0.6471168
0.3438813,0.6136275
0.35556924,0.6220015
0.35738572,0.62491745
0.3543411,0.62660676
0.34848535,0.61810166
0.35162282,0.6223121
0.36318338,0.6291325
0.34813622,0.6228037
0.3452212,0.60642385
0.35805848,0.6154833
0.34551862,0.6091399
0.35878867,0.6289747
0.34620032,0.61003596
0.3503823,0.617432
0.3426351,0.6132843
0.35183012,0.6241239
0.34756574,0.61787295
0.34841397,0.6231215
0.35291106,0.6233102
0.33271354,0.6112601
0.354183,0.62305593
0.35649794,0.6273335
0.3515804,0.6236587
0.356493,0.6301313
0.35516685,0.6238455
0.35237062,0.63682914
0.3470345,0.62067145
0.35142243,0.61682445
0.35918188,0.62849873
0.3432845,0.61064136
0.34972197,0.6086357
0.35183886,0.61643803
0.34425876,0.61153483
0.34024987,0.61059815
0.34846547,0.61578405
0.36007756,0.6246738
0.34598327,0.61030024
0.3370064,0.5996675
0.35870504,0.62724304
0.35137433,0.62280774
0.35371873,0.62710416
0.3520428,0.61985886
0.3518033,0.6241277
0.34844714,0.6159679
0.36279112,0.63305354
0.34941724,0.6106572
0.36255786,0.6350634
0.36068657,0.6244829
0.34636793,0.61226463
0.34592474,0.6233318
0.3627281,0.6234984
0.35048676,0.62425953
0.350115,0.6107862
0.36268958,0.63199663
0.35308886,0.62564075
0.35600787,0.6258561
0.35782766,0.623851
0.36129245,0.62121797
0.34707853,0.6170935
0.35507703,0.6220183
0.35630086,0.61821043
0.3518739,0.61619735
0.34193635,0.61653984
0.3478443,0.6163407
0.34117866,0.6086644
0.35163102,0.6174368
0.34813827,0.6130897
0.34800333,0.61728334
0.3508166,0.6180123
0.35783073,0.62197095
0.3631599,0.62983835
0.35485247,0.61571234
0.35537744,0.62155336
0.35346502,0.61657226
0.35258427,0.6205312
0.36105904,0.62331253
0.35187846,0.61426157
0.3452992,0.6096025
0.3454724,0.6064023
0.35022405,0.61287946
0.34103718,0.61442167
0.3610888,0.63068146
0.346007,0.6122717
0.35696512,0.6237701
0.35142207,0.61868674
0.36746,0.62472993
0.34810612,0.6133707
0.3526914,0.61345035
0.35663122,0.62397695
0.33458155,0.59982216
0.34906983,0.6228837
0.35470763,0.62672305
0.34939966,0.6132068
0.36072138,0.63181925
0.35582855,0.62203085
0.35399446,0.6249627
0.3607408,0.6225709
0.3516125,0.61941284
0.35902497,0.629612
0.3574986,0.621349
0.36194497,0.63004047
0.36035827,0.6250685
0.35212666,0.6238979
0.35481334,0.6160117
0.34855896,0.6174858
0.35983503,0.63197625
0.35298905,0.6190557
0.34838077,0.6133783
0.35038093,0.6196149
0.34836027,0.615538
0.35952446,0.6257624
0.35799077,0.6230324
0.35324478,0.6256624
0.35368228,0.6215863
0.36748224,0.6402138
0.34870863,0.6141895
0.35067892,0.62741256
0.3495966,0.61894256
0.35634103,0.61804
0.35084388,0.62534225
0.34853467,0.62012553
0.35964066,0.6203257
0.3587774,0.62470496
0.3418124,0.6109205
0.36424002,0.63567805
0.36081362,0.6322597
0.3531166,0.62519974
0.35947955,0.6295958
0.361088,0.63514274
0.35962903,0.6321855
0.36071104,0.6264102
0.35235018,0.61798537
0.34781113,0.6128582
0.3513923,0.6159566
0.35832667,0.62920785
0.35172272,0.61467606
0.3385899,0.61023283
0.3559568,0.6261636
0.35442367,0.61431074
0.34681398,0.6142527
0.35149267,0.62386614
0.35935175,0.631194
0.34745234,0.61901253
