mean,std
0.36289212,0.6387336
0.3602107,0.6297824
0.33783442,0.6437605
0.34179142,0.6098994
0.35428748,0.62772745
0.35582414,0.6254368
0.34791064,0.63836735
0.35954395,0.6293819
0.36384133,0.6275781
0.3506983,0.62491477
0.33930793,0.62057745
0.33956268,0.6112741
0.34772396,0.62318665
0.35307625,0.644058
0.34352025,0.67532533
0.3448107,0.6423897
0.3474226,0.62010366
0.3559689,0.6301408
0.34272838,0.633211
0.3546399,0.6333388
0.3453795,0.6375017
0.35203198,0.63211364
0.3302148,0.686922
0.35746983,0.6250466
0.3434018,0.6242747
0.35123616,0.6367974
0.3403037,0.63912207
0.3545695,0.6368696
0.3615872,0.6389383
0.34608185,0.61994106
0.3566653,0.6536578
0.3357212,0.653605
0.34889293,0.64329875
0.34254888,0.63009393
0.3443324,0.6123266
0.33599642,0.69060075
0.36827198,0.645006
0.36387202,0.62291676
0.3483765,0.64947975
0.34589264,0.6416695
0.35536963,0.65319836
0.33704284,0.66657734
0.35809994,0.6472129
0.33817858,0.6337029
0.34629938,0.6233392
0.34626094,0.62693834
0.35090837,0.62084126
0.34838796,0.644378
0.34908614,0.6414145
0.34874347,0.6298274
0.34726894,0.63750005
0.35687414,0.6297205
0.35794762,0.6380183
0.32924145,0.63285
0.3492671,0.64294326
0.36237344,0.63424623
0.35362303,0.63191104
0.35662302,0.64254403
0.36028114,0.63225895
0.35455853,0.62137055
0.34713984,0.6316357
0.34812844,0.62822866
0.35037637,0.6215244
0.35492995,0.6552175
0.35407388,0.63307756
0.35317674,0.63464093
0.36733735,0.6387859
0.3374398,0.6568175
0.35726798,0.6443658
0.350682,0.65296334
0.34644976,0.63435876
0.35691148,0.63388455
0.35314107,0.6252858
0.35091126,0.6213623
0.3631498,0.6455629
0.34946197,0.6219773
0.35164812,0.6221825
0.35635436,0.63796264
0.35013235,0.6558916
0.3567582,0.67665523
0.3428132,0.63546294
0.3532333,0.6261483
0.33367524,0.63101137
0.35500544,0.63961697
0.34833616,0.65388054
0.34945583,0.61560935
0.35214502,0.6366133
0.36326346,0.6354538
0.36181334,0.64494205
0.3509057,0.634916
0.35909358,0.65499187
0.35772434,0.6330397
0.33657622,0.62455124
0.3400711,0.6317551
0.34145063,0.6350891
0.34394807,0.64061177
0.35898802,0.6606077
0.3605225,0.6312204
0.35754383,0.6374699
0.34366363,0.62215817
0.36455408,0.64797145
0.35293728,0.6539898
0.3515575,0.62924796
0.35177565,0.6648758
0.34574166,0.6170395
0.35762358,0.6254942
0.35612038,0.6373238
0.35034132,0.62043595
0.36609617,0.6401703
0.35255465,0.6348952
0.3567256,0.6321765
0.34263596,0.64690465
0.35667625,0.66073316
0.3709501,0.64276624
0.34942564,0.6329542
0.35345623,0.6475017
0.35131308,0.64456856
0.3472358,0.62756246
0.34274736,0.6345686
0.35727185,0.6275387
0.35204068,0.61980075
0.3354027,0.6186877
0.3448138,0.63492346
0.33544624,0.62991273
0.3430719,0.6319349
0.34696928,0.66598916
0.33444235,0.66782635
0.352596,0.62665164
0.36060774,0.65636003
0.33880082,0.67473817
0.34661812,0.63494444
0.34747708,0.6315186
0.34811178,0.6163427
0.35167035,0.6467967
0.34883687,0.61235976
0.33195934,0.6310217
0.3485447,0.63417536
0.35213286,0.6213787
0.35470715,0.641463
0.35261106,0.65019906
0.34877834,0.6260903
0.34277552,0.6220131
0.34491476,0.6554686
0.33746618,0.6741277
0.33973455,0.6660799
0.34802806,0.62019306
0.33581698,0.71235865
0.34973004,0.6487317
0.3541199,0.6365552
0.34988794,0.6297686
0.34481865,0.6212576
0.34787494,0.62255746
0.34185684,0.65080345
0.34623224,0.6337851
0.3518762,0.6181638
0.34897244,0.6294224
0.34730324,0.62041944
0.36121428,0.64734286
0.34185123,0.6444977
0.3596842,0.65214795
0.35975975,0.63117576
0.3527678,0.6232422
0.35068122,0.6287496
0.36414886,0.6453644
0.34125614,0.64826375
0.36251178,0.6371387
0.3502197,0.62294966
0.35267138,0.651092
0.36777622,0.65048337
0.3713412,0.65171134
0.34538049,0.6344999
0.34964585,0.6314609
0.34587955,0.63208646
0.34821907,0.6285706
0.35958838,0.6332885
0.34634838,0.6397175
0.3518248,0.6256812
0.3575413,0.63320965
0.35301024,0.6316638
0.34643883,0.64454806
0.35787195,0.6550625
0.35065007,0.63918376
0.35182166,0.64878535
0.35400376,0.6538691
0.3431743,0.6484343
0.3501166,0.65654534
0.3509019,0.6429328
0.34426245,0.63464946
0.3585286,0.6295762
0.35833576,0.6335026
0.34494755,0.61381006
0.3535058,0.6369088
0.35038012,0.63834375
0.33757275,0.6436261
0.36159834,0.63332117
0.3487052,0.6376434
0.35662416,0.626879
0.34905997,0.6600855
0.34602794,0.6368368
0.36071402,0.6203904
0.35879725,0.63905257
0.3565052,0.637913
0.34892797,0.6141607
0.3484019,0.6365842
0.36132482,0.6492904
0.3478791,0.62474865
0.3530084,0.6548788
0.355638,0.65712637
0.3484003,0.6261927
0.35257763,0.6330167
0.346741,0.6258468
0.34090078,0.68922853
0.36506972,0.65470344
0.35920987,0.64912987
0.32952482,0.6474082
0.3593045,0.629958
0.35578483,0.64143115
0.34963882,0.6408823
0.35620973,0.6636741
0.3341339,0.6658382
0.34982535,0.63861704
0.35324147,0.63546914
0.34816518,0.62425005
0.35117418,0.6222108
0.35739258,0.62732124
0.34775144,0.62578195
0.35807306,0.6290355
0.3557087,0.63818496
0.36085,0.63714534
0.35825914,0.6404833
0.3535767,0.6241578
0.34557992,0.6361118
0.3406702,0.61628526
0.35086334,0.6375195
0.3476434,0.63719314
0.35996303,0.65735674
0.35430753,0.6231529
0.35882598,0.6486884
0.35573646,0.6432061
0.35727224,0.6434327
0.35224602,0.6350188
0.35642168,0.6337939
0.34559008,0.6450971
0.3453042,0.61869276
0.35409346,0.6216831
0.35297686,0.6221329
0.35407928,0.6234114
0.3427756,0.65982604
0.3562077,0.6326619
0.36378446,0.6551354
0.35194877,0.62696254
0.3593858,0.6498474
0.354962,0.62524337
0.3556162,0.63275033
0.33343446,0.6254185
0.3476811,0.6246687
