mean,std
0.2581485,0.15455903
0.057239365,0.1164164
-0.15332782,0.11998916
-0.10748886,0.0956702
0.2609912,0.1884919
0.25852087,0.15395428
-0.10098407,0.059125394
0.17792581,0.12355945
0.2412511,0.15264794
-0.24801238,0.14965141
0.044035964,0.08146232
0.07636373,0.120532006
0.22655846,0.14912546
0.049973104,0.088814676
0.2858072,0.16911004
0.2387172,0.13749169
0.10339065,0.08535542
0.24501719,0.14540865
0.12960899,0.101012595
0.2716198,0.18925084
-0.09306272,0.055371013
0.23805375,0.1576601
0.23218581,0.13987805
0.09694497,0.130143
-0.14982265,0.09120869
0.14702712,0.12412575
0.22424868,0.17488815
-0.114518456,0.09751958
-0.07516583,0.04511841
0.20679823,0.13844678
0.28009835,0.1719684
-0.19248438,0.1159201
0.18265769,0.10759622
0.22051568,0.15603074
0.23726626,0.13913992
-0.13859399,0.08785517
0.10361928,0.1510968
0.37468803,0.22807884
-0.07502688,0.05300161
0.1985602,0.18852764
0.07053418,0.17449476
-0.123844065,0.07899665
0.11106288,0.14030972
-0.009782486,0.085771486
0.27562824,0.16795088
0.19469896,0.124538235
0.2767161,0.16105075
-0.011881204,0.16896802
-0.16482286,0.10402977
-0.019243956,0.105689384
0.32444787,0.19732225
0.098667294,0.15635353
0.09865028,0.13077648
-0.068434834,0.042362854
-0.2005854,0.118421905
0.36071733,0.21151036
0.013825435,0.072894916
0.18732122,0.1412871
0.21752632,0.1308055
0.22209348,0.13083977
0.29381815,0.17281032
0.233783,0.14350161
0.061980456,0.09515825
-0.08168672,0.142662
0.1355026,0.19213723
0.26187217,0.15262263
0.117949404,0.11832646
0.29665443,0.17979738
0.3457497,0.22068799
0.02850651,0.08242726
-0.070427485,0.091939956
0.17208833,0.13346072
0.3660348,0.24439919
0.07681644,0.097141474
0.046540864,0.117721274
0.15413086,0.106872864
0.03225353,0.08894957
-0.27546397,0.16442075
-0.075161174,0.093125775
-0.37381682,0.22173251
0.011490473,0.07378866
0.05184874,0.13150002
0.29118457,0.20318274
0.18309425,0.14214428
0.25086445,0.14692858
0.16503444,0.11377155
0.1791412,0.11103623
-0.039988145,0.105601
0.3029964,0.17902009
-0.13372402,0.13274036
0.2163228,0.14640002
-0.057484236,0.094592266
-0.072008185,0.042845216
0.32607964,0.19795144
-0.013359631,0.1261949
-0.091038615,0.12651975
0.22312886,0.16599523
0.05817621,0.10170165
0.14863156,0.090712756
-0.08790448,0.052425653
-0.13699189,0.11418887
0.30148736,0.17894934
-0.061776485,0.056680225
0.30066952,0.17513749
-0.0340626,0.14050335
0.10661891,0.12684068
-0.15296078,0.08954714
-0.25388443,0.15194975
0.15411964,0.13702679
0.32114536,0.19203503
0.26598528,0.17200801
0.07761347,0.088052526
0.30566487,0.20127842
0.28668368,0.17759058
0.24293005,0.14528103
0.072621,0.11157684
-0.0029486595,0.07389776
-0.1735488,0.16482395
-0.23452507,0.14067401
0.117697045,0.07931661
-0.029210439,0.1300604
0.12087394,0.15786283
-0.27032498,0.20975561
-0.22219622,0.13426419
-0.3723891,0.22090466
0.0051591466,0.09992178
0.20483041,0.14547046
0.12868612,0.11203432
