mean,std
0.18779047,0.2601581
0.15187858,0.3502844
0.16255063,0.21660319
0.14275303,0.18495947
0.1661969,0.36062017
0.16779119,0.28122383
0.1782288,0.28407434
0.16537602,0.30789062
0.17309314,0.29999003
0.18242604,0.2703538
0.16377239,0.3608673
0.17293677,0.35973886
0.18643022,0.25421572
0.18780556,0.40162277
0.19136025,0.24650575
0.16419709,0.23320623
0.15067542,0.33393815
0.18388353,0.2700515
0.14779308,0.33122858
0.16998273,0.322975
0.16199937,0.25912943
0.16245057,0.29901263
0.17751408,0.2589871
0.1645689,0.3746957
0.19168834,0.29987437
0.15614691,0.34945244
0.2023385,0.2777133
0.16089003,0.19267347
0.17073812,0.27099308
0.17802113,0.32003814
0.21564443,0.27880576
0.17517234,0.27611166
0.14869983,0.24228042
0.18823072,0.3653181
0.16179396,0.24317676
0.16564943,0.26480398
0.2118091,0.29971528
0.17181095,0.25323015
0.14751306,0.22391899
0.29141653,0.39709207
0.17553033,0.37172642
0.16363208,0.26327053
0.17260441,0.40091902
0.16324133,0.33299655
0.18214564,0.28726056
0.20085143,0.26714617
0.19094856,0.26020783
0.16924857,0.2053423
0.1626203,0.26233518
0.18911467,0.31061634
0.1641462,0.24931934
0.1952546,0.2681898
0.18122712,0.38056713
0.18517521,0.29664564
0.17100675,0.26003897
0.22704144,0.2892923
0.16026512,0.33264193
0.16166194,0.35014486
0.16409616,0.22750662
0.17494068,0.23437743
0.18437974,0.2641733
0.16182584,0.2820168
0.1654911,0.3545199
0.18788621,0.26156542
0.19046393,0.38445184
0.1884454,0.2599625
0.16041368,0.3578369
0.1878955,0.29581845
0.18084687,0.340759
0.18105853,0.38766894
0.15792605,0.15122001
0.14085592,0.320027
0.17788546,0.34441754
0.2039786,0.28403214
0.18578003,0.38992095
0.13722739,0.29039404
0.15474832,0.3422638
0.21073523,0.32703114
0.19119932,0.24347101
0.18632779,0.29262754
0.17399043,0.3497415
0.16600487,0.3790852
0.21285592,0.28670576
0.22226675,0.30776942
0.17818289,0.24124168
0.21696538,0.29962635
0.18092386,0.23947044
0.13284819,0.14601593
0.17637894,0.25768504
0.16604698,0.18102561
0.18829118,0.3664385
0.15698652,0.14616899
0.19295521,0.30601335
0.22819926,0.2837366
0.15822211,0.20132129
0.16497077,0.15444338
0.161766,0.33353543
0.15426518,0.34623936
0.16301441,0.25816727
0.18851821,0.2999616
0.15502678,0.19629349
0.2017217,0.27119938
0.17078115,0.20875491
0.1874869,0.24904495
0.18121071,0.3031279
0.16997811,0.3922823
0.19461451,0.28625786
0.1900665,0.29414964
0.1638521,0.36148423
0.1827401,0.27672026
0.16196303,0.30575055
0.16828623,0.3739181
0.17670196,0.3356997
0.17715292,0.294259
0.15373763,0.24664833
0.18731405,0.25895572
0.15463634,0.32694742
0.15077762,0.19124587
0.21141168,0.32801098
0.18173812,0.24992183
0.2186105,0.396899
0.15859509,0.36286107
0.1803097,0.24555175
0.21403526,0.33795294
0.2361953,0.35289067
0.16074584,0.22039516
0.16257116,0.33583
0.1569061,0.34533513
